species;genus;family
Cerastium_grandiflorum;Cerastium;Caryophyllaceae
Cerastium_latifolium;Cerastium;Caryophyllaceae
Cerastium_malyi;Cerastium;Caryophyllaceae
Ceratocaryum_argenteus;Ceratocaryum;Restionaceae
Ceratocaryum_caespitosum;Ceratocaryum;Restionaceae
Ceratophyllum_demersum;Ceratophyllum;Ceratophyllaceae
Ceratopteris_thalictroides;Ceratopteris;Pteridaceae
Ceratostigma_plumbaginoides;Ceratostigma;Plumbaginaceae
Ceratotheca_sesamoides;Ceratotheca;Pedaliaceae
Ceratozamia_mexicana;Ceratozamia;Zamiaceae
Ceratozamia_norstogii;Ceratozamia;Zamiaceae
Cercidiphyllum_japonicum;Cercidiphyllum;Cercidiphyllaceae
Cerinthe_minor;Cerinthe;Boraginaceae
Cerinthe_tristis;Cerinthe;Boraginaceae
Ceriops_tagal;Ceriops;Rhizophoraceae
Ceropegia_dichotoma;Ceropegia;Apocynaceae
Ceropegia_fusca;Ceropegia;Apocynaceae
Ceterach_officinarum;Ceterach;Aspleniaceae
Cibotium_barometz;Cibotium;Cyatheaceae
Cibotium_hawaiense;Cibotium;Dicksoniaceae
Cicca_acida;Cicca;Phyllanthaceae
Cicer_arietinum;Cicer;Fabaceae
Cicer_bijugum;Cicer;Fabaceae
Cicer_cuneatum;Cicer;Fabaceae
Cicer_echinospermum;Cicer;Fabaceae
Cicer_judaicum;Cicer;Fabaceae
Cicer_pinnatifidum;Cicer;Fabaceae
Cicer_reticulatum;Cicer;Fabaceae
Cicer_songaricum;Cicer;Fabaceae
Cicerbita_alpina;Cicerbita;Asteraceae
Cicerbita_plumieri;Cicerbita;Asteraceae
Cicuta_bulbifera;Cicuta;Apiaceae
Cicuta_maculata;Cicuta;Apiaceae
Cienfuegosia_hitchcockii;Cienfuegosia;Malvaceae
Cienfuegosia_tripartita;Cienfuegosia;Malvaceae
Cienfuegosia_yucatanensis;Cienfuegosia;Malvaceae
Cichorium_intybus;Cichorium;Asteraceae
Cichorium_spinosum;Cichorium;Asteraceae
Cinna_arundinacea;Cinna;Poaceae
Cinnamomum_camphora;Cinnamomum;Lauraceae
Cipura_paludosa;Cipura;Iridaceae
Circaea_canadensis;Circaea;Onagraceae
Circaea_lutetiana;Circaea;Onagraceae
Cirsium_acaule;Cirsium;Asteraceae
Cirsium_arvense;Cirsium;Asteraceae
Cirsium_brachycephalum;Cirsium;Asteraceae
Cirsium_canum;Cirsium;Asteraceae
Cirsium_discolor;Cirsium;Asteraceae
Cirsium_eriophorum;Cirsium;Asteraceae
Cirsium_erisithales;Cirsium;Asteraceae
Cirsium_heterophyllum;Cirsium;Asteraceae
Cirsium_monspessulanum;Cirsium;Asteraceae
Cirsium_muticum;Cirsium;Asteraceae
Cirsium_oleraceum;Cirsium;Asteraceae
Cirsium_palustre;Cirsium;Asteraceae
Cirsium_pannonicum;Cirsium;Asteraceae
Cirsium_pitcheri;Cirsium;Asteraceae
Cirsium_rivulare;Cirsium;Asteraceae
Cirsium_tuberosum;Cirsium;Asteraceae
Cirsium_vulgare;Cirsium;Asteraceae
Cissus_antarctica;Cissus;Vitaceae
Cissus_discolor;Cissus;Vitaceae
Cissus_javana;Cissus;Vitaceae
Cissus_microcarpa;Cissus;Vitaceae
Cissus_rotundifolia;Cissus;Vitaceae
Cissus_trifoliata;Cissus;Vitaceae
Cissus_tuberosa;Cissus;Vitaceae
Cistanche_phelypaea;Cistanche;Orobanchaceae
Cistus_albanicus;Cistus;Cistaceae
Cistus_albidus;Cistus;Cistaceae
Cistus_clusii;Cistus;Cistaceae
Cistus_creticus;Cistus;Cistaceae
Cistus_crispus;Cistus;Cistaceae
Cistus_heterophyllus;Cistus;Cistaceae
Cistus_ladanifer;Cistus;Cistaceae
Cistus_ladaniferus;Cistus;Cistaceae
Cistus_laurifolius;Cistus;Cistaceae
Cistus_libanotis;Cistus;Cistaceae
Cistus_monspeliensis;Cistus;Cistaceae
Cistus_osbeckiaefolius;Cistus;Cistaceae
Cistus_parviflorus;Cistus;Cistaceae
Cistus_populifolius;Cistus;Cistaceae
Cistus_psilosepalus;Cistus;Cistaceae
Cistus_salviifolius;Cistus;Cistaceae
Cistus_symphytifolius;Cistus;Cistaceae
Citrullus_vulgaris;Citrullus;Cucurbitaceae
Citrus_aurantifolia;Citrus;Rutaceae
Citrus_aurantium;Citrus;Rutaceae
Citrus_grandis;Citrus;Rutaceae
Citrus_limon;Citrus;Rutaceae
Citrus_limonia;Citrus;Rutaceae
Citrus_medica;Citrus;Rutaceae
Citrus_paradisi;Citrus;Rutaceae
Citrus_reshni;Citrus;Rutaceae
Citrus_sinensis;Citrus;Rutaceae
Citrus_volkameriana;Citrus;Rutaceae
Clarkia_amoena;Clarkia;Onagraceae
Clarkia_arcuata;Clarkia;Onagraceae
Clarkia_biloba;Clarkia;Onagraceae
Clarkia_concinna;Clarkia;Onagraceae
Clarkia_cylindrica;Clarkia;Onagraceae
Clarkia_deflexa;Clarkia;Onagraceae
Clarkia_dudleyana;Clarkia;Onagraceae
Clarkia_franciscana;Clarkia;Onagraceae
Clarkia_lasseninsis;Clarkia;Onagraceae
Clarkia_lingulata;Clarkia;Onagraceae
Clarkia_rubicunda;Clarkia;Onagraceae
Clarkia_xantiana;Clarkia;Onagraceae
Claytonia_alsinoides;Claytonia;Montiaceae
Claytonia_caroliniana;Claytonia;Montiaceae
Claytonia_parviflora;Claytonia;Montiaceae
Claytonia_perfoliata;Claytonia;Montiaceae
Claytonia_rubra;Claytonia;Montiaceae
Claytonia_virginica;Claytonia;Montiaceae
Cleisostoma_arietinum;Cleisostoma;Orchidaceae
Cleisostoma_birmanicum;Cleisostoma;Orchidaceae
Cleisostoma_duplicilobum;Cleisostoma;Orchidaceae
Cleisostoma_paniculatum;Cleisostoma;Orchidaceae
Cleisostoma_racemiferum;Cleisostoma;Orchidaceae
Cleisostoma_subulatum;Cleisostoma;Orchidaceae
Cleisostoma_yersinii;Cleisostoma;Orchidaceae
Cleistocactus_smaragidifolius;Cleistocactus;Cactaceae
Clematis_armandii;Clematis;Ranunculaceae
Clematis_cirrhosa;Clematis;Ranunculaceae
Clematis_flammula;Clematis;Ranunculaceae
Clematis_forsteri;Clematis;Ranunculaceae
Clematis_montana;Clematis;Ranunculaceae
Clematis_recta;Clematis;Ranunculaceae
Clematis_virginiana;Clematis;Ranunculaceae
Clematis_vitalba;Clematis;Ranunculaceae
Cleome_hassleriana;Cleome;Cleomaceae
Clerodendrum_inerme;Clerodendrum;Lamiaceae
Clerodendrum_trichotomum;Clerodendrum;Lamiaceae
Clethra_acuminata;Clethra;Clethraceae
Clinopodium_vulgare;Clinopodium;Lamiaceae
Clintonia_borealis;Clintonia;Liliaceae
Clitoria_ternatea;Clitoria;Fabaceae
Clivia_caulescens;Clivia;Amaryllidaceae
Clivia_gardenii;Clivia;Amaryllidaceae
Clivia_miniata;Clivia;Amaryllidaceae
Clivia_nobilis;Clivia;Amaryllidaceae
Clivia_robusta;Clivia;Amaryllidaceae
Coccinia_grandis;Coccinia;Cucurbitaceae
Coccinia_indica;Coccinia;Cucurbitaceae
Coccoloba_diversifolia;Coccoloba;Polygonaceae
Coccoloba_uvifera;Coccoloba;Polygonaceae
Coccothrinax_argentata;Coccothrinax;Arecaceae
Coccothrinax_fragrans;Coccothrinax;Arecaceae
Cocos_nucifera;Cocos;Arecaceae
Coelia_bella;Coelia;Orchidaceae
Coelia_triptera;Coelia;Orchidaceae
Coelogyne_assamica;Coelogyne;Orchidaceae
Coelogyne_barbata;Coelogyne;Orchidaceae
Coelogyne_cristata;Coelogyne;Orchidaceae
Coelogyne_fimbriata;Coelogyne;Orchidaceae
Coelogyne_flaccida;Coelogyne;Orchidaceae
Coelogyne_pastulata;Coelogyne;Orchidaceae
Coffea_abbayesii;Coffea;Rubiaceae
Coffea_ankaranensis;Coffea;Rubiaceae
Coffea_anthonyi;Coffea;Rubiaceae
Coffea_arabica;Coffea;Rubiaceae
Coffea_arenesiana;Coffea;Rubiaceae
Coffea_augagneuri;Coffea;Rubiaceae
Coffea_bernardiniana;Coffea;Rubiaceae
Coffea_bertrandii;Coffea;Rubiaceae
Coffea_betamponensis;Coffea;Rubiaceae
Coffea_boiviniana;Coffea;Rubiaceae
Coffea_bonnieri;Coffea;Rubiaceae
Coffea_brevipes;Coffea;Rubiaceae
Coffea_canephora;Coffea;Rubiaceae
Coffea_congensis;Coffea;Rubiaceae
Coffea_costatifructa;Coffea;Rubiaceae
Coffea_coursiana;Coffea;Rubiaceae
Coffea_dubardii;Coffea;Rubiaceae
Coffea_eugenioides;Coffea;Rubiaceae
Coffea_farafanganensis;Coffea;Rubiaceae
Coffea_heimii;Coffea;Rubiaceae
Coffea_heterocalyx;Coffea;Rubiaceae
Coffea_homollei;Coffea;Rubiaceae
Coffea_humblotiana;Coffea;Rubiaceae
Coffea_humilis;Coffea;Rubiaceae
Coffea_jumellei;Coffea;Rubiaceae
Coffea_kapakata;Coffea;Rubiaceae
Coffea_kianjavatensis;Coffea;Rubiaceae
Coffea_lancifolia;Coffea;Rubiaceae
Coffea_leroyi;Coffea;Rubiaceae
Coffea_liberica;Coffea;Rubiaceae
Coffea_macrocarpa;Coffea;Rubiaceae
Coffea_mangoroensis;Coffea;Rubiaceae
Coffea_mauritiana;Coffea;Rubiaceae
Coffea_mcphersonii;Coffea;Rubiaceae
Coffea_millotii;Coffea;Rubiaceae
Coffea_mogenetti;Coffea;Rubiaceae
Coffea_montis-sacri;Coffea;Rubiaceae
Coffea_myrtifolia;Coffea;Rubiaceae
Coffea_perrieri;Coffea;Rubiaceae
Coffea_pervilleana;Coffea;Rubiaceae
Coffea_pocsii;Coffea;Rubiaceae
Coffea_pseudozanguebariae;Coffea;Rubiaceae
Coffea_racemosa;Coffea;Rubiaceae
Coffea_ratsimamangae;Coffea;Rubiaceae
Coffea_resinosa;Coffea;Rubiaceae
Coffea_richardii;Coffea;Rubiaceae
Coffea_sahafaryensis;Coffea;Rubiaceae
Coffea_sakarahae;Coffea;Rubiaceae
Coffea_salvatrix;Coffea;Rubiaceae
Coffea_sessiliflora;Coffea;Rubiaceae
Coffea_stenophylla;Coffea;Rubiaceae
Coffea_tetragona;Coffea;Rubiaceae
Coffea_tsirananae;Coffea;Rubiaceae
Coffea_vatovavyensis;Coffea;Rubiaceae
Coffea_vianneyi;Coffea;Rubiaceae
Cochlearia_aucheri;Cochlearia;Brassicaceae
Cochlearia_borzaeana;Cochlearia;Brassicaceae
Cochlearia_danica;Cochlearia;Brassicaceae
Cochlearia_officinalis;Cochlearia;Brassicaceae
Cochlearia_pyrenaica;Cochlearia;Brassicaceae
Cochlearia_sempervivum;Cochlearia;Brassicaceae
Cochlearia_tatrae;Cochlearia;Brassicaceae
Cochlioda_noezliana;Cochlioda;Orchidaceae
Coix_lacryma-jobi;Coix;Poaceae
Cola_nitida;Cola;Malvaceae
Coleonema_album;Coleonema;Rutaceae
Coleonema_pulchrum;Coleonema;Rutaceae
Colchicum_alpinum;Colchicum;Colchicaceae
Colchicum_arenarium;Colchicum;Colchicaceae
Colchicum_autumnale;Colchicum;Colchicaceae
Colchicum_corsicum;Colchicum;Colchicaceae
Colchicum_cupanii;Colchicum;Colchicaceae
Colchicum_hungaricum;Colchicum;Colchicaceae
Colchicum_libanoticum;Colchicum;Colchicaceae
Colchicum_lusitanum;Colchicum;Colchicaceae
Colchicum_multiflorum;Colchicum;Colchicaceae
Colchicum_neapolitanum;Colchicum;Colchicaceae
Colchicum_speciosum;Colchicum;Colchicaceae
Colchicum_steveni;Colchicum;Colchicaceae
Colchicum_troodi;Colchicum;Colchicaceae
Collinsia_heterophylla;Collinsia;Plantaginaceae
Collinsia_tinctoria;Collinsia;Plantaginaceae
Collinsia_verna;Collinsia;Plantaginaceae
Collomia_grandiflora;Collomia;Polemoniaceae
Colobanthus_quitensis;Colobanthus;Caryophyllaceae
Colocasia_antiquorum;Colocasia;Araceae
Colocasia_esculenta;Colocasia;Araceae
Colpodium_versicolor;Colpodium;Poaceae
Colubrina_asiatica;Colubrina;Rhamnaceae
Colutea_arborescens;Colutea;Fabaceae
Colymbada_apiculata;Colymbada;Asteraceae
Colymbada_badensis;Colymbada;Asteraceae
Colymbada_chrysolepis;Colymbada;Asteraceae
Colymbada_immanuelis-loewii;Colymbada;Asteraceae
Colymbada_kotschyana;Colymbada;Asteraceae
Colymbada_mannagettae;Colymbada;Asteraceae
Colymbada_orientalis;Colymbada;Asteraceae
Colymbada_salonitana;Colymbada;Asteraceae
Colymbada_scabiosa;Colymbada;Asteraceae
Colymbada_stereophylla;Colymbada;Asteraceae
Comandra_umbellata;Comandra;Loranthaceae
Comarum_palustre;Comarum;Rosaceae
Commelina_africana;Commelina;Commelinaceae
Commelina_albescens;Commelina;Commelinaceae
Commelina_benghalensis;Commelina;Commelinaceae
Commelina_coelestis;Commelina;Commelinaceae
Commelina_communis;Commelina;Commelinaceae
Commelina_dianthifolia;Commelina;Commelinaceae
Commelina_diffusa;Commelina;Commelinaceae
Commelina_elevata;Commelina;Commelinaceae
Commelina_erecta;Commelina;Commelinaceae
Commelina_fasciculata;Commelina;Commelinaceae
Commelina_chamissonis;Commelina;Commelinaceae
Commelina_indehiscens;Commelina;Commelinaceae
Commelina_longicaulis;Commelina;Commelinaceae
Commelina_obliqua;Commelina;Commelinaceae
Commiphora_mossambicensis;Commiphora;Burseraceae
Comptonia_peregrina;Comptonia;Myricaceae
Conospermum_taxifolium;Conospermum;Proteaceae
Conostylis_candicans;Conostylis;Haemodoraceae
Conringia_planisiliqua;Conringia;Brassicaceae
Consolea_corallicola;Consolea;Cactaceae
Consolea_falcata;Consolea;Cactaceae
Consolea_macracantha;Consolea;Cactaceae
Consolea_millspaughii;Consolea;Cactaceae
Consolea_moniliformis;Consolea;Cactaceae
Consolea_nashii;Consolea;Cactaceae
Consolea_picardea;Consolea;Cactaceae
Consolea_rubescens;Consolea;Cactaceae
Consolea_spinosissima;Consolea;Cactaceae
Consolida_orientalis;Consolida;Ranunculaceae
Convallaria_majalis;Convallaria;Asparagaceae
Convolvulus_arvensis;Convolvulus;Convolvulaceae
Convolvulus_canariensis;Convolvulus;Convolvulaceae
Convolvulus_cantabricus;Convolvulus;Convolvulaceae
Convolvulus_coelesyriacus;Convolvulus;Convolvulaceae
Convolvulus_floridus;Convolvulus;Convolvulaceae
Convolvulus_perraudieri;Convolvulus;Convolvulaceae
Convolvulus_scoparius;Convolvulus;Convolvulaceae
Convolvulus_secundus;Convolvulus;Convolvulaceae
Conyza_bonariensis;Conyza;Asteraceae
Conyza_canadensis;Conyza;Asteraceae
Conyza_sumatrensis;Conyza;Asteraceae
Coprosma_repens;Coprosma;Rubiaceae
Coprosma_robusta;Coprosma;Rubiaceae
Coptis_trifolia;Coptis;Ranunculaceae
Corallorhiza_maculata;Corallorhiza;Orchidaceae
Corallorhiza_odontorhiza;Corallorhiza;Orchidaceae
Corallorhiza_trifida;Corallorhiza;Orchidaceae
Cordyline_australis;Cordyline;Asparagaceae
Cordyline_fruticosa;Cordyline;Asparagaceae
Coreopsis_bicolor;Coreopsis;Asteraceae
Coreopsis_grandiflora;Coreopsis;Asteraceae
Coreopsis_palmata;Coreopsis;Asteraceae
Coreopsis_tripteris;Coreopsis;Asteraceae
Corchorus_aestuans;Corchorus;Malvaceae
Corchorus_capsularis;Corchorus;Malvaceae
Corchorus_fascicularis;Corchorus;Malvaceae
Corchorus_olitorius;Corchorus;Malvaceae
Corchorus_pseudo-capsularis;Corchorus;Malvaceae
Corchorus_tridens;Corchorus;Malvaceae
Corchorus_trilocularis;Corchorus;Malvaceae
Coriandrum_sativum;Coriandrum;Apiaceae
Coriaria_myrtifolia;Coriaria;Coriariaceae
Cornus_alternifolia;Cornus;Cornaceae
Cornus_amomum;Cornus;Cornaceae
Cornus_canadensis;Cornus;Cornaceae
Cornus_florida;Cornus;Cornaceae
Cornus_mas;Cornus;Cornaceae
Cornus_officinalis;Cornus;Cornaceae
Cornus_racemosa;Cornus;Cornaceae
Cornus_rugosa;Cornus;Cornaceae
Cornus_sanguinea;Cornus;Cornaceae
Cornus_sericea;Cornus;Cornaceae
Coronilla_emerus;Coronilla;Fabaceae
Coronilla_vaginalis;Coronilla;Fabaceae
Coronilla_varia;Coronilla;Fabaceae
Correa_virens;Correa;Rutaceae
Corrigiola_littoralis;Corrigiola;Caryophyllaceae
Cortaderia_argentea;Cortaderia;Poaceae
Cortaderia_fulvida;Cortaderia;Poaceae
Cortaderia_richardii;Cortaderia;Poaceae
Cortaderia_splendens;Cortaderia;Poaceae
Cortaderia_toetoe;Cortaderia;Poaceae
Cortaderia_turbaria;Cortaderia;Poaceae
Corydalis_cava;Corydalis;Papaveraceae
Corydalis_intermedia;Corydalis;Papaveraceae
Corydalis_lutea;Corydalis;Papaveraceae
Corydalis_pumila;Corydalis;Papaveraceae
Corydalis_solida;Corydalis;Papaveraceae
Corylopsis_coreana;Corylopsis;Hamamelidaceae
Corylopsis_sinensis;Corylopsis;Hamamelidaceae
Corylus_americana;Corylus;Betulaceae
Corylus_avellana;Corylus;Betulaceae
Corylus_colurna;Corylus;Betulaceae
Corylus_cornuta;Corylus;Betulaceae
Corynephorus_canescens;Corynephorus;Poaceae
Corynocarpus_laevigatus;Corynocarpus;Corynocarpaceae
Corynotheca_micrantha;Corynotheca;Asphodelaceae
Cosmos_atrosanguineus;Cosmos;Asteraceae
Cosmos_bipinnatus;Cosmos;Asteraceae
Cosmos_sulphureus;Cosmos;Asteraceae
Costus_afer;Costus;Costaceae
Costus_deistelii;Costus;Costaceae
Costus_malortieanus;Costus;Costaceae
Cotinus_coggygria;Cotinus;Anacardiaceae
Cotoneaster_dammeri;Cotoneaster;Rosaceae
Cotoneaster_divaricatus;Cotoneaster;Rosaceae
Cotoneaster_hjelmqvistii;Cotoneaster;Rosaceae
Cotoneaster_horizontalis;Cotoneaster;Rosaceae
Cotoneaster_melanocarpa;Cotoneaster;Rosaceae
Cotoneaster_orbicularis;Cotoneaster;Rosaceae
Cotoneaster_veitchii;Cotoneaster;Rosaceae
Cotula_coronopifolia;Cotula;Asteraceae
Cotylelobium_lanceolatum;Cotylelobium;Dipterocarpaceae
Crambe_arborea;Crambe;Brassicaceae
Crambe_cordifolia;Crambe;Brassicaceae
Crambe_laevigata;Crambe;Brassicaceae
Crambe_maritima;Crambe;Brassicaceae
Crambe_scaberrima;Crambe;Brassicaceae
Crambe_strigosa;Crambe;Brassicaceae
Craspedia_adenophora;Craspedia;Asteraceae
Craspedia_alba;Craspedia;Asteraceae
Craspedia_aurantia;Craspedia;Asteraceae
Craspedia_canens;Craspedia;Asteraceae
Craspedia_costiniana;Craspedia;Asteraceae
Craspedia_crocata;Craspedia;Asteraceae
Craspedia_cynurica;Craspedia;Asteraceae
Craspedia_glabrata;Craspedia;Asteraceae
Craspedia_glauca;Craspedia;Asteraceae
Craspedia_gracilis;Craspedia;Asteraceae
Craspedia_jamesii;Craspedia;Asteraceae
Craspedia_lamicola;Craspedia;Asteraceae
Craspedia_leucantha;Craspedia;Asteraceae
Craspedia_macrocephala;Craspedia;Asteraceae
Craspedia_maxgrayi;Craspedia;Asteraceae
Craspedia_paludicola;Craspedia;Asteraceae
Craspedia_preminghana;Craspedia;Asteraceae
Craspedia_rosulata;Craspedia;Asteraceae
Craspedia_variabilis;Craspedia;Asteraceae
Crataegus_aemula;Crataegus;Rosaceae
Crataegus_aestivalis;Crataegus;Rosaceae
Crataegus_agrestina;Crataegus;Rosaceae
Crataegus_aprica;Crataegus;Rosaceae
Crataegus_arnoldiana;Crataegus;Rosaceae
Crataegus_ashei;Crataegus;Rosaceae
Crataegus_brachyacantha;Crataegus;Rosaceae
Crataegus_calpodendron;Crataegus;Rosaceae
Crataegus_castlegarensis;Crataegus;Rosaceae
Crataegus_coccinea;Crataegus;Rosaceae
Crataegus_collina;Crataegus;Rosaceae
Crataegus_compacta;Crataegus;Rosaceae
Crataegus_crus-galli;Crataegus;Rosaceae
Crataegus_dahurica;Crataegus;Rosaceae
Crataegus_dodgei;Crataegus;Rosaceae
Crataegus_douglasii;Crataegus;Rosaceae
Crataegus_enderbyensis;Crataegus;Rosaceae
Crataegus_finitima;Crataegus;Rosaceae
Crataegus_flavida;Crataegus;Rosaceae
Crataegus_greggiana;Crataegus;Rosaceae
Crataegus_harbisonii;Crataegus;Rosaceae
Crataegus_heldreichii;Crataegus;Rosaceae
Crataegus_hupehensis;Crataegus;Rosaceae
Crataegus_chlorosarca;Crataegus;Rosaceae
Crataegus_chrysocarpa;Crataegus;Rosaceae
Crataegus_irrasa;Crataegus;Rosaceae
Crataegus_laevigata;Crataegus;Rosaceae
Crataegus_lepida;Crataegus;Rosaceae
Crataegus_macracantha;Crataegus;Rosaceae
Crataegus_macrosperma;Crataegus;Rosaceae
Crataegus_marshallii;Crataegus;Rosaceae
Crataegus_microphylla;Crataegus;Rosaceae
Crataegus_mollis;Crataegus;Rosaceae
Crataegus_monogyna;Crataegus;Rosaceae
Crataegus_munda;Crataegus;Rosaceae
Crataegus_nigra;Crataegus;Rosaceae
Crataegus_nitida;Crataegus;Rosaceae
Crataegus_okennonii;Crataegus;Rosaceae
Crataegus_opaca;Crataegus;Rosaceae
Crataegus_phaenopyrum;Crataegus;Rosaceae
Crataegus_phippsii;Crataegus;Rosaceae
Crataegus_pinnatifida;Crataegus;Rosaceae
Crataegus_placiva;Crataegus;Rosaceae
Crataegus_pruinosa;Crataegus;Rosaceae
Crataegus_punctata;Crataegus;Rosaceae
Crataegus_rhipidophylla;Crataegus;Rosaceae
Crataegus_rivularis;Crataegus;Rosaceae
Crataegus_rufula;Crataegus;Rosaceae
Crataegus_saligna;Crataegus;Rosaceae
Crataegus_sargentii;Crataegus;Rosaceae
Crataegus_shuswapensis;Crataegus;Rosaceae
Crataegus_songarica;Crataegus;Rosaceae
Crataegus_spathulata;Crataegus;Rosaceae
Crataegus_submollis;Crataegus;Rosaceae
Crataegus_succulenta;Crataegus;Rosaceae
Crataegus_suksdorfii;Crataegus;Rosaceae
Crataegus_triflora;Crataegus;Rosaceae
Crataegus_uniflora;Crataegus;Rosaceae
Crataegus_viburnifolia;Crataegus;Rosaceae
Crataegus_viridis;Crataegus;Rosaceae
Crataegus_wattiana;Crataegus;Rosaceae
Crataegus_wilsonii;Crataegus;Rosaceae
Craterostigma_plantagineum;Craterostigma;Linderniaceae
Crepis_alpina;Crepis;Asteraceae
Crepis_aurea;Crepis;Asteraceae
Crepis_biennis;Crepis;Asteraceae
Crepis_bithynica;Crepis;Asteraceae
Crepis_blattarioides;Crepis;Asteraceae
Crepis_bulbosa;Crepis;Asteraceae
Crepis_bungei;Crepis;Asteraceae
Crepis_canariensis;Crepis;Asteraceae
Crepis_capillaris;Crepis;Asteraceae
Crepis_conyzaefolia;Crepis;Asteraceae
Crepis_cretica;Crepis;Asteraceae
Crepis_crocea;Crepis;Asteraceae
Crepis_dinarica;Crepis;Asteraceae
Crepis_dioscoridis;Crepis;Asteraceae
Crepis_foetida;Crepis;Asteraceae
Crepis_fuliginosa;Crepis;Asteraceae
Crepis_grandiflora;Crepis;Asteraceae
Crepis_chrysantha;Crepis;Asteraceae
Crepis_incarnata;Crepis;Asteraceae
Crepis_japonica;Crepis;Asteraceae
Crepis_kerneri;Crepis;Asteraceae
Crepis_laciniata;Crepis;Asteraceae
Crepis_lapsanoides;Crepis;Asteraceae
Crepis_leontodontoides;Crepis;Asteraceae
Crepis_lyrata;Crepis;Asteraceae
Crepis_multicaulis;Crepis;Asteraceae
Crepis_neglecta;Crepis;Asteraceae
Crepis_palaestina;Crepis;Asteraceae
Crepis_paludosa;Crepis;Asteraceae
Crepis_pannonica;Crepis;Asteraceae
Crepis_pantocseki;Crepis;Asteraceae
Crepis_polytricha;Crepis;Asteraceae
Crepis_pontana;Crepis;Asteraceae
Crepis_praemorsa;Crepis;Asteraceae
Crepis_pulchra;Crepis;Asteraceae
Crepis_pusilla;Crepis;Asteraceae
Crepis_pygmaea;Crepis;Asteraceae
Crepis_rubra;Crepis;Asteraceae
Crepis_sancta;Crepis;Asteraceae
Crepis_setosa;Crepis;Asteraceae
Crepis_schachtii;Crepis;Asteraceae
Crepis_sibirica;Crepis;Asteraceae
Crepis_taraxacifolia;Crepis;Asteraceae
Crepis_tectorum;Crepis;Asteraceae
Crepis_turcica;Crepis;Asteraceae
Crepis_vesicaria;Crepis;Asteraceae
Crepis_viscidula;Crepis;Asteraceae
Crepis_zacintha;Crepis;Asteraceae
Crescentia_cujete;Crescentia;Bignoniaceae
Crinodendron_patagua;Crinodendron;Elaeocarpaceae
Crinum_asiaticum;Crinum;Amaryllidaceae
Crinum_bulbispermum;Crinum;Amaryllidaceae
Crinum_moorei;Crinum;Amaryllidaceae
Crinum_natans;Crinum;Amaryllidaceae
Crithmum_maritimum;Crithmum;Apiaceae
Crocanthemum_canadense;Crocanthemum;Cistaceae
Crocosmia_aurea;Crocosmia;Iridaceae
Crocosmia_fucata;Crocosmia;Iridaceae
Crocosmia_masonorum;Crocosmia;Iridaceae
Crocosmia_paniculata;Crocosmia;Iridaceae
Crocosmia_pottsii;Crocosmia;Iridaceae
Crocus_biflorus;Crocus;Iridaceae
Crocus_cartwrightianus;Crocus;Iridaceae
Crocus_etruscus;Crocus;Iridaceae
Crocus_chrysanthus;Crocus;Iridaceae
Crocus_ilvensis;Crocus;Iridaceae
Crocus_pallasii;Crocus;Iridaceae
Crocus_sativus;Crocus;Iridaceae
Crocus_thomasii;Crocus;Iridaceae
Crocus_vernus;Crocus;Iridaceae
Crossopteryx_febrifuga;Crossopteryx;Rubiaceae
Crotalaria_brownei;Crotalaria;Fabaceae
Crotalaria_grahamiana;Crotalaria;Fabaceae
Crotalaria_incana;Crotalaria;Fabaceae
Crotalaria_intermedia;Crotalaria;Fabaceae
Crotalaria_juncea;Crotalaria;Fabaceae
Crotalaria_lanceolata;Crotalaria;Fabaceae
Crotalaria_mucronata;Crotalaria;Fabaceae
Crotalaria_pallida;Crotalaria;Fabaceae
Crotalaria_retusa;Crotalaria;Fabaceae
Crotalaria_saltiana;Crotalaria;Fabaceae
Crotalaria_sericea;Crotalaria;Fabaceae
Crotalaria_striata;Crotalaria;Fabaceae
Crotalaria_verrucosa;Crotalaria;Fabaceae
